system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,srad,temp,wind,.geo
00000000000000000483,39,39,41,61,54,202,42,1,160,119,-85,-13,26,-49,31,-6,0,13,11,2,-445,26,-10,-20,32,10,5,2,24,-71,-25,28,-40,19,7,0,3.5842896,326.16666,0.09583445,98536.0,0.008094001,168.0,286.43668,2.3639972,"{""type"":""Point"",""coordinates"":[117.46662522484912,35.084019806267925]}"
0000000000000000122d,32,32,31,66,61,200,39,0,372,669,-100,9,17,-84,36,-2,-2,15,15,5,501,150,-8,-11,31,-21,-24,-2,979,-90,-1,26,-80,26,4,-4,23.958134,318.83334,0.08583444,97925.336,0.007520334,168.0,285.53,2.0199971,"{""type"":""Point"",""coordinates"":[118.32146165140098,36.086269654545696]}"
0000000000000000127f,40,43,48,66,72,203,66,0,36,445,-118,-19,45,-117,111,-42,-1,17,17,6,-715,57,-18,-34,85,-82,54,4,54,-91,-30,30,-84,70,-18,0,3.012659,327.16666,0.05416778,100962.664,0.008186,169.0,287.24332,2.1953306,"{""type"":""Point"",""coordinates"":[115.19532413496273,37.0561776428828]}"
00000000000000001c71,40,40,43,58,59,202,50,1,36,86,-78,-10,22,-32,22,-16,0,11,14,1,-603,11,-8,-38,39,-31,22,3,11,-66,-17,14,-21,2,-1,0,0.0,327.16666,0.05416778,100962.664,0.008186,169.0,287.24332,2.1953306,"{""type"":""Point"",""coordinates"":[115.10477762897148,37.0656131007119]}"
000000000000000003b7,33,29,28,51,47,199,34,1,66,318,-127,-2,41,-14,5,22,0,16,13,6,796,59,8,46,43,32,-5,-4,-19,-119,-10,35,-27,16,38,0,0.92740995,331.25,0.094167784,100655.336,0.008563668,169.0,287.31,2.5979974,"{""type"":""Point"",""coordinates"":[118.58395109401316,35.04467269857232]}"
00000000000000000507,37,36,37,58,59,200,48,1,62,389,-91,-7,14,-35,22,-36,-1,14,14,3,354,40,-11,6,5,-6,21,-2,307,-65,-24,24,-23,14,2,-1,1.463347,331.25,0.094167784,100655.336,0.008563668,169.0,287.31,2.5979974,"{""type"":""Point"",""coordinates"":[118.52304423272412,35.00236028867617]}"
00000000000000000c15,28,23,22,29,29,182,19,0,1129,-194,-145,21,0,-33,16,-24,1,13,12,7,476,-36,-94,-40,46,-36,-16,-3,-25,-174,1,9,-38,21,-15,0,27.145409,286.41666,0.05833445,89663.336,0.006030667,169.0,280.63,2.7179973,"{""type"":""Point"",""coordinates"":[114.6719683625219,39.253636019324105]}"
00000000000000001271,32,25,21,32,22,184,14,0,364,-220,-161,7,12,-41,43,-5,1,13,3,5,468,-35,-56,-47,48,-31,-41,-3,185,-176,-12,16,-64,42,-12,0,20.293743,325.41666,0.09333445,99635.336,0.008110001,169.0,286.66998,2.3713305,"{""type"":""Point"",""coordinates"":[118.25705439578499,35.61761813382852]}"
00000000000000001583,32,33,36,62,58,201,39,0,173,709,-119,5,4,-74,46,-10,-3,15,12,6,1096,113,-7,-40,21,-37,9,-6,636,-118,3,4,-70,47,-7,-2,9.220401,327.0,0.09333445,99930.664,0.008163667,169.0,286.91333,2.504664,"{""type"":""Point"",""coordinates"":[118.29208955276192,35.498769713451026]}"
0000000000000000016e,39,34,34,54,47,199,37,1,90,-234,-115,-11,23,-20,12,-16,2,15,8,4,-626,46,-2,-22,36,8,24,3,-370,-105,-25,30,-31,17,-2,2,1.1339642,331.25,0.09083445,100391.336,0.008414334,169.0,287.28665,2.372664,"{""type"":""Point"",""coordinates"":[117.28336954885565,35.13360500998224]}"
000000000000000000ef,37,37,38,64,64,199,50,1,36,214,-63,-12,18,-27,12,-4,0,14,15,3,-138,60,-19,-11,2,-56,15,0,157,-51,-22,21,-26,6,5,0,0.92740995,334.08334,0.09916778,101105.336,0.008832334,169.0,287.62332,2.4099972,"{""type"":""Point"",""coordinates"":[118.72300816036481,34.75281115732112]}"
000000000000000014fe,35,32,27,20,6,183,4,0,19,178,-58,22,-9,16,25,-39,-1,-3,-1,-10,-314,-9,32,-10,58,-57,-44,0,321,-56,20,-13,23,24,-40,-2,0.0,334.08334,0.09916778,101105.336,0.008832334,169.0,287.62332,2.4099972,"{""type"":""Point"",""coordinates"":[118.77609821750717,34.757930205330474]}"
000000000000000003ff,37,35,37,57,53,200,43,1,116,-3,-91,4,20,-37,31,-11,0,12,13,3,387,45,4,-7,14,-32,3,-2,259,-81,-5,25,-40,20,0,0,1.136833,324.08334,0.09000111,99621.336,0.008364667,169.0,286.02,2.610664,"{""type"":""Point"",""coordinates"":[118.83727708396044,35.33868798563232]}"
000000000000000010a4,37,42,46,74,73,202,57,0,129,821,-121,24,41,-78,94,-65,-3,18,13,7,89,75,-5,-15,30,-67,42,0,768,-99,5,35,-64,73,-45,-3,2.2721786,324.08334,0.09000111,99621.336,0.008364667,169.0,286.02,2.610664,"{""type"":""Point"",""coordinates"":[118.87823838623738,35.317400237203174]}"
00000000000000000876,37,38,40,58,58,202,50,1,32,394,-107,3,16,-66,42,-26,-1,14,14,4,-298,37,5,-30,24,-32,41,1,-92,-99,-2,1,-54,25,-12,1,1.8543341,324.33334,0.051667783,101017.336,0.008119334,169.0,286.66998,2.576664,"{""type"":""Point"",""coordinates"":[115.5044379381897,37.26099307246968]}"
000000000000000013de,31,29,27,75,48,199,33,0,30,-306,-189,-7,94,-47,86,-52,3,24,9,13,213,112,39,-87,-12,-49,56,-1,-841,-165,-10,65,-19,48,-23,6,2.5065384,324.33334,0.051667783,101017.336,0.008119334,169.0,286.66998,2.576664,"{""type"":""Point"",""coordinates"":[115.58474634816227,37.24913632276857]}"
00000000000000001bec,43,42,45,61,62,201,54,1,34,219,-92,3,8,-64,31,-15,0,12,15,2,-415,26,9,-24,39,-14,36,2,-59,-86,1,3,-52,24,-10,1,0.92740995,324.33334,0.051667783,101017.336,0.008119334,169.0,286.66998,2.576664,"{""type"":""Point"",""coordinates"":[115.52599769178312,37.210328766300435]}"
00000000000000000398,31,28,30,53,48,201,38,1,72,-226,-120,-8,17,-41,9,3,2,17,13,8,-461,54,-21,-37,-1,12,-6,2,-318,-98,-29,26,-54,17,12,2,1.483463,320.75,0.080001116,99398.664,0.007358334,169.0,286.20334,2.6959972,"{""type"":""Point"",""coordinates"":[118.35164530643175,36.792613556916784]}"
000000000000000004b3,36,34,37,59,56,200,46,1,68,-184,-109,4,18,-21,17,-12,1,16,14,8,-268,41,-3,-26,0,4,6,1,-174,-88,-15,24,-32,20,-2,1,1.4834795,320.75,0.080001116,99398.664,0.007358334,169.0,286.20334,2.6959972,"{""type"":""Point"",""coordinates"":[118.38533381489053,36.79396020543492]}"
00000000000000000250,30,28,28,46,53,197,37,1,59,690,-73,-3,26,-26,20,-12,-3,14,18,3,1140,60,-15,-13,8,-25,21,-6,642,-64,-21,30,-36,26,-1,-2,2.4429727,332.58334,0.097501114,100759.336,0.0086900005,169.0,287.43665,2.4919972,"{""type"":""Point"",""coordinates"":[118.63272920043676,34.896719725618986]}"
0000000000000000053b,34,33,35,54,58,199,52,1,62,80,-75,-10,32,-12,25,-6,0,12,16,2,201,48,-15,0,6,-17,0,-1,369,-66,-17,30,-18,24,-1,-1,1.462085,332.58334,0.097501114,100759.336,0.0086900005,169.0,287.43665,2.4919972,"{""type"":""Point"",""coordinates"":[118.62141200196312,34.88378387346294]}"
00000000000000000fad,29,25,22,64,38,197,20,0,79,-634,-73,1,128,50,7,-89,5,31,0,15,659,39,-3,-94,-93,-2,41,-4,-64,-60,-8,106,40,-9,-46,1,2.1788847,323.41666,0.07750112,100537.336,0.008478333,169.0,285.93332,3.1599972,"{""type"":""Point"",""coordinates"":[119.21321943467538,35.90462817313357]}"
000000000000000003a3,34,34,36,66,62,202,45,1,118,-499,-111,2,20,-25,38,-7,3,15,13,5,1063,68,9,-34,9,-19,-13,-6,76,-84,-9,16,-21,15,10,0,1.4666644,329.0,0.09333445,100110.0,0.008327333,170.0,287.2633,2.624664,"{""type"":""Point"",""coordinates"":[118.07245207127339,35.30958343305649]}"
00000000000000000130,39,38,38,55,54,201,48,1,68,142,-91,0,27,-35,22,-16,0,11,14,2,-409,22,-16,-18,25,-6,4,2,220,-79,-12,28,-38,16,-6,0,2.185741,321.75,0.083334446,99452.0,0.0073563335,170.0,286.53665,2.6966639,"{""type"":""Point"",""coordinates"":[118.16569633340201,36.78506875793435]}"
0000000000000000150b,33,31,30,56,53,199,36,0,21,-485,-140,1,48,-45,43,-11,3,19,13,8,-121,67,-23,-34,17,-60,6,0,-314,-107,-7,46,-37,15,10,2,1.1586303,320.66666,0.07416778,101065.336,0.007970667,170.0,285.81998,3.3546638,"{""type"":""Point"",""coordinates"":[119.76325846782007,36.83196066461239]}"
00000000000000000264,42,42,45,58,59,202,49,1,8,-255,-33,-4,12,-10,4,5,2,9,18,0,-392,15,14,-13,-26,-1,36,2,-116,-29,-10,15,-14,3,8,1,1.4873599,323.41666,0.07416778,101704.664,0.007960667,170.0,286.43668,3.5433307,"{""type"":""Point"",""coordinates"":[119.01163685335227,37.120049806372364]}"
00000000000000001501,30,29,31,65,56,197,39,0,868,795,-150,41,25,-101,90,-39,-3,19,16,13,948,112,-52,-39,81,-86,9,-5,764,-161,20,35,-100,93,-25,-3,10.490578,292.66666,0.05750112,91850.0,0.0062980005,170.0,281.9233,2.3099973,"{""type"":""Point"",""coordinates"":[114.73664762330215,39.308616735313095]}"
00000000000000001a36,45,50,56,72,80,201,69,0,57,326,-80,-5,-1,-22,20,-11,-1,9,19,0,-189,6,-31,-6,-13,-58,-18,1,191,-68,-8,0,-11,10,-1,0,34.58818,329.66666,0.10750111,99706.664,0.008767,170.0,286.78,2.5499973,"{""type"":""Point"",""coordinates"":[119.34473170204471,34.66845834269309]}"
00000000000000001a39,35,33,34,52,47,201,39,0,-3,612,-173,-5,133,-80,112,-160,-1,30,3,15,-712,32,15,-81,-46,-34,55,3,507,-113,-15,116,-35,39,-110,-1,0.0,329.66666,0.10750111,99706.664,0.008767,170.0,286.78,2.5499973,"{""type"":""Point"",""coordinates"":[119.37168250881169,34.61752203135957]}"
00000000000000001a3a,39,36,33,67,51,201,32,0,1,-29,-213,-16,66,-271,155,-69,1,30,2,17,-32,99,9,-51,88,-120,-16,0,-266,-129,-33,43,-207,70,-26,2,0.0,329.66666,0.10750111,99706.664,0.008767,170.0,286.78,2.5499973,"{""type"":""Point"",""coordinates"":[119.34850856063694,34.61644292890465]}"
00000000000000000221,40,40,42,62,65,199,55,1,20,99,-79,5,7,-32,13,-1,0,14,17,3,262,-3,-10,-59,48,-7,11,-1,89,-70,-4,4,-25,5,7,0,1.4879978,325.75,0.080001116,101224.664,0.0076300004,170.0,287.26666,2.670664,"{""type"":""Point"",""coordinates"":[117.51459623398209,37.17313986351469]}"
0000000000000000155a,30,26,21,65,35,194,18,0,19,-798,-118,-6,141,-15,-11,-88,6,29,2,14,876,48,-11,-150,-15,54,66,-6,-496,-115,-14,120,-6,-9,-45,4,4.734941,325.75,0.080001116,101224.664,0.0076300004,170.0,287.26666,2.670664,"{""type"":""Point"",""coordinates"":[117.56364634556994,37.14457486216632]}"
000000000000000001c4,41,42,47,64,75,201,63,1,19,-263,-63,-21,21,-22,12,2,2,14,19,4,398,-9,-11,-38,17,5,4,-2,-182,-60,-25,22,-21,7,8,1,2.1902564,323.58334,0.07083445,101269.336,0.0077680005,170.0,286.78,2.7839973,"{""type"":""Point"",""coordinates"":[117.47848197455019,37.34076639031583]}"
00000000000000000396,41,42,47,65,73,202,62,1,15,-92,-61,-20,21,-19,9,1,1,14,18,4,374,-3,-7,-43,13,2,0,-2,27,-55,-25,22,-21,4,7,0,0.92740995,323.58334,0.07083445,101269.336,0.0077680005,170.0,286.78,2.7839973,"{""type"":""Point"",""coordinates"":[117.43509492130016,37.343459687352116]}"
00000000000000000d83,29,27,27,59,48,194,35,0,298,205,-73,-50,66,-36,28,33,0,18,7,7,101,-8,-10,-76,23,3,33,-1,117,-68,-60,43,-16,12,57,0,9.208307,317.91666,0.097501114,95318.0,0.0076750005,170.0,286.04666,3.6859972,"{""type"":""Point"",""coordinates"":[117.22973994048581,36.59696157999474]}"
000000000000000019fe,30,28,24,53,33,194,20,0,1,635,-139,-64,39,-101,0,13,-2,25,2,12,-87,122,22,-40,19,-5,-40,0,592,-110,-73,28,-88,-27,31,-2,2.9968243,338.66666,0.12583445,101365.336,0.009588334,170.0,287.86667,3.1966639,"{""type"":""Point"",""coordinates"":[120.25832124407678,34.12138461174897]}"
00000000000000000fa1,35,35,36,75,71,199,52,0,232,861,-123,-6,34,-131,90,-38,-3,22,15,11,215,115,-1,-28,71,-44,7,-1,954,-84,-27,35,-100,59,-12,-4,11.076035,322.33334,0.09666778,98574.0,0.007962667,170.0,286.22665,2.4033306,"{""type"":""Point"",""coordinates"":[118.10209617507674,35.77904651016538]}"
00000000000000000d4c,26,24,23,53,56,186,33,0,1611,712,-221,62,41,-65,18,37,-2,26,13,19,849,172,-69,-31,62,-65,-41,-5,754,-175,20,50,-58,-6,53,-2,26.667198,263.25,0.06750111,83420.0,0.005060667,171.0,276.49332,6.125331,"{""type"":""Point"",""coordinates"":[113.77778482827439,38.73270599785633]}"
00000000000000000326,43,41,45,62,71,200,60,1,13,-249,-66,-13,22,-18,11,-1,2,13,19,4,487,-12,-4,-50,5,3,1,-2,-170,-62,-18,20,-18,8,5,1,2.3375344,321.33334,0.06750112,101263.336,0.007891,171.0,286.41666,3.054664,"{""type"":""Point"",""coordinates"":[117.52106193050956,37.52159631533622]}"
000000000000000003c4,40,39,44,61,69,201,59,1,13,-146,-64,-4,12,-27,16,-9,1,13,19,3,217,-9,3,-37,24,6,11,-1,-38,-60,-8,8,-21,6,0,0,0.0,321.33334,0.06750112,101263.336,0.007891,171.0,286.41666,3.054664,"{""type"":""Point"",""coordinates"":[117.54343324049469,37.5259082660549]}"
00000000000000000ea3,38,37,37,65,57,200,39,0,7,-1857,-94,-14,122,-19,2,-15,12,24,7,12,1479,50,9,-114,-13,30,34,-9,-1267,-91,-15,97,-17,-8,5,8,2.7802885,321.33334,0.06750112,101263.336,0.007891,171.0,286.41666,3.054664,"{""type"":""Point"",""coordinates"":[117.5787359435348,37.575765474933476]}"
00000000000000000d0d,35,35,36,61,51,201,34,0,135,-25,-200,-15,51,-162,137,-31,1,19,8,8,-112,103,20,-56,61,-56,4,0,211,-144,-30,34,-133,90,-1,0,3.874602,328.66666,0.094167784,99965.336,0.008397667,171.0,287.29666,2.758664,"{""type"":""Point"",""coordinates"":[117.8452653317014,35.396901549885065]}"
000000000000000002cb,33,32,35,64,55,200,43,1,23,289,-133,-8,48,-25,13,-52,0,20,9,8,-430,68,8,-44,25,12,20,2,257,-102,-17,37,-28,7,-27,0,0.92740995,326.91666,0.084167786,101174.664,0.0076650004,171.0,287.55334,2.8339972,"{""type"":""Point"",""coordinates"":[117.8552358816569,36.96724533147288]}"
0000000000000000043a,34,31,34,61,56,200,44,1,22,7,-122,-2,40,-30,22,-47,1,19,12,8,190,70,-5,-32,12,2,17,-1,102,-95,-14,35,-30,9,-17,0,2.4980788,326.91666,0.084167786,101174.664,0.0076650004,171.0,287.55334,2.8339972,"{""type"":""Point"",""coordinates"":[117.81130927717939,36.95188372834376]}"
00000000000000000496,38,35,37,61,59,201,48,1,20,247,-107,-1,26,-33,25,-45,0,17,13,6,8,50,4,-26,24,10,22,0,269,-84,-12,26,-29,10,-19,0,1.8543341,326.91666,0.084167786,101174.664,0.0076650004,171.0,287.55334,2.8339972,"{""type"":""Point"",""coordinates"":[117.81589323306234,36.97748788659265]}"
00000000000000001122,31,27,25,68,45,199,24,0,17,-457,-65,-13,147,37,-8,-135,4,33,1,16,152,48,-3,-125,-60,49,79,-1,1,-50,-11,99,23,-6,-82,1,3.5998437,326.91666,0.084167786,101174.664,0.0076650004,171.0,287.55334,2.8339972,"{""type"":""Point"",""coordinates"":[117.8687112850404,36.982339388538804]}"
00000000000000001508,30,27,23,66,46,200,26,0,16,-166,-90,1,128,14,13,-135,2,30,2,14,455,53,-9,-112,-64,46,80,-3,66,-74,-4,96,9,12,-80,1,1.8543341,326.91666,0.084167786,101174.664,0.0076650004,171.0,287.55334,2.8339972,"{""type"":""Point"",""coordinates"":[117.809690623497,36.99931518624927]}"
00000000000000001a3c,29,25,19,64,40,196,19,0,54,486,-206,5,51,-118,63,6,-1,25,7,12,105,154,-12,0,58,-39,-36,-1,377,-157,-23,57,-106,32,32,0,2.1719532,331.83334,0.10083445,101222.0,0.008882667,171.0,287.26334,2.5713305,"{""type"":""Point"",""coordinates"":[119.00489915166051,34.966250488345366]}"
0000000000000000132e,31,26,24,32,27,185,17,0,427,202,-185,-9,43,-59,17,26,0,17,5,8,156,-10,-70,-66,48,-4,-30,-1,170,-178,-34,42,-75,8,44,0,18.902714,318.0,0.090834446,97222.0,0.007489667,171.0,285.88998,2.764664,"{""type"":""Point"",""coordinates"":[117.96465330330633,36.435265657594684]}"
00000000000000000c3c,32,32,31,58,44,200,31,0,273,-374,-66,-51,95,-15,62,-33,3,18,7,7,416,-67,-13,-122,2,6,28,-3,-543,-55,-64,72,5,43,-7,4,1.4814352,324.66666,0.09000111,98980.664,0.007840667,171.0,287.21332,3.1539974,"{""type"":""Point"",""coordinates"":[117.61349909534749,36.61959597694203]}"
00000000000000001216,32,27,26,45,37,196,24,0,294,-106,-108,0,2,-77,13,6,1,17,9,7,-24,51,-17,-6,48,-47,-8,0,323,-102,-6,4,-82,5,10,0,14.404552,318.0,0.08083445,98746.664,0.008189667,171.0,285.10666,3.156664,"{""type"":""Point"",""coordinates"":[119.29757224930346,35.728110198831864]}"
00000000000000000cd5,36,32,28,26,17,187,14,0,166,1201,-108,27,-25,-40,35,-35,-6,1,5,-6,3491,-13,6,-64,3,-8,-32,-21,1658,-109,29,-20,-42,34,-47,-9,4.6273675,323.5,0.09833445,98848.664,0.008112,171.0,286.52332,2.5899973,"{""type"":""Point"",""coordinates"":[118.08053642148327,35.72514489663132]}"
00000000000000000d0e,36,39,42,79,87,199,67,0,1395,455,-30,23,7,-35,15,-17,-1,14,14,2,259,-77,-162,-48,24,-77,-55,-1,350,-57,6,5,-27,14,-14,-1,2.6672823,259.16666,0.05583445,85882.664,0.0044330005,171.0,275.83,2.5359972,"{""type"":""Point"",""coordinates"":[117.08637092341544,42.17172525791172]}"
0000000000000000022f,41,40,43,57,60,202,51,1,14,-265,-66,-14,21,-25,20,-5,2,10,17,0,-194,7,-14,-47,11,-15,12,1,-241,-59,-16,16,-22,14,2,1,0.0,322.91666,0.07500111,101250.0,0.0077880006,172.0,286.83,3.1033306,"{""type"":""Point"",""coordinates"":[117.98621305689977,37.3790343955565]}"
00000000000000000272,43,42,46,63,66,201,51,1,14,-726,-73,-5,25,-23,26,-15,5,14,16,4,11,18,-17,-43,4,3,10,0,-512,-61,-16,20,-18,11,5,3,1.1658775,322.91666,0.07500111,101250.0,0.0077880006,172.0,286.83,3.1033306,"{""type"":""Point"",""coordinates"":[117.93554875073052,37.304924136048236]}"
00000000000000000300,41,39,41,57,61,201,51,1,14,-230,-65,-2,18,-27,22,-13,2,12,17,2,-335,16,-7,-31,28,-2,17,1,-156,-62,-11,16,-24,18,0,1,0.0,322.91666,0.07500111,101250.0,0.0077880006,172.0,286.83,3.1033306,"{""type"":""Point"",""coordinates"":[117.96222755233326,37.32243948498617]}"
0000000000000000040b,36,35,39,59,62,201,51,1,13,-110,-77,-6,18,-31,11,4,1,15,17,4,-179,28,-8,-30,15,9,13,0,-42,-69,-14,11,-32,8,15,1,0.92740995,322.91666,0.07500111,101250.0,0.0077880006,172.0,286.83,3.1033306,"{""type"":""Point"",""coordinates"":[117.91533564565525,37.36043994416364]}"
00000000000000000238,37,32,30,56,45,201,31,1,116,311,-141,21,17,-58,8,1,0,14,6,4,-573,85,-19,-36,51,18,69,2,63,-115,2,11,-44,-5,34,0,3.006756,330.16666,0.09250112,99747.336,0.009326,172.0,287.72333,5.0073304,"{""type"":""Point"",""coordinates"":[116.78184107607137,36.02159039376546]}"
00000000000000000bc5,29,25,25,52,47,199,31,0,525,49,-139,90,-17,-41,30,-8,0,18,11,7,-766,77,-97,-60,85,-8,26,4,-302,-121,68,-41,-5,-10,25,2,11.058203,289.91666,0.065001115,95284.664,0.0058560004,172.0,281.83,0.8053305,"{""type"":""Point"",""coordinates"":[118.19965238792399,41.02502729010863]}"
00000000000000000f01,25,23,23,42,45,186,29,0,1606,1243,-127,57,20,-47,7,37,-5,19,6,9,192,-8,-157,-37,68,-15,-17,-1,1224,-123,6,33,-24,-13,55,-5,24.73911,261.58334,0.06416778,85822.0,0.004512334,172.0,276.31665,1.6646639,"{""type"":""Point"",""coordinates"":[117.03812790911819,41.46025784843022]}"
000000000000000002db,41,42,46,60,68,202,58,1,10,-103,-45,-2,17,-18,13,-4,1,10,20,0,-239,-1,-3,-28,5,5,18,1,-100,-44,-6,15,-17,15,0,1,0.0,322.5,0.072501116,101276.0,0.007817334,172.0,286.76666,3.2226639,"{""type"":""Point"",""coordinates"":[118.08242262122893,37.488986909332375]}"
00000000000000000334,41,42,46,59,66,202,57,1,11,-345,-48,-8,14,-18,12,2,2,10,19,0,-162,0,-8,-41,-3,1,17,0,-218,-45,-11,14,-18,9,4,1,1.1677387,322.5,0.072501116,101276.0,0.007817334,172.0,286.76666,3.2226639,"{""type"":""Point"",""coordinates"":[118.08188307000144,37.42484719977961]}"
000000000000000004f2,40,41,45,61,71,202,61,1,12,-207,-48,-9,17,-21,12,1,1,11,20,1,-89,4,-7,-38,1,-9,22,0,-166,-46,-15,16,-20,12,8,1,2.5125616,322.5,0.072501116,101276.0,0.007817334,172.0,286.76666,3.2226639,"{""type"":""Point"",""coordinates"":[118.08296217245638,37.457996157010925]}"
00000000000000000ba1,41,41,43,62,59,202,44,0,7,-134,-72,-10,28,-54,41,5,1,13,13,3,480,41,21,-72,-1,-17,27,-3,-142,-67,-16,25,-51,34,9,1,2.335599,322.5,0.072501116,101276.0,0.007817334,172.0,286.76666,3.2226639,"{""type"":""Point"",""coordinates"":[118.0516994149707,37.459614810693324]}"
00000000000000000e8f,36,35,38,65,68,204,50,0,197,-499,-194,9,60,-148,159,-50,4,15,17,5,-710,99,-27,-70,82,-81,55,3,-357,-149,-6,52,-120,118,-24,3,3.7047918,326.58334,0.09000111,99323.336,0.008401333,172.0,286.81332,2.8853307,"{""type"":""Point"",""coordinates"":[117.31409275511386,35.34515814126088]}"
00000000000000000e6a,28,27,27,55,60,191,40,0,630,-313,-109,49,-1,-36,33,15,3,19,16,8,-758,38,-91,-71,114,-9,18,4,-446,-91,23,-24,-22,21,18,3,20.318594,286.5,0.07166778,94342.664,0.0057710004,172.0,281.10333,0.88199717,"{""type"":""Point"",""coordinates"":[118.48908817820212,40.98945258190424]}"
00000000000000001350,27,22,21,36,33,186,23,0,510,-76,-88,41,0,-27,31,0,1,16,9,6,-139,-23,-95,-61,90,-12,12,0,-589,-88,16,-23,-7,15,33,4,14.064057,286.5,0.07166778,94342.664,0.0057710004,172.0,281.10333,0.88199717,"{""type"":""Point"",""coordinates"":[118.40931931945701,40.986759284867965]}"
00000000000000000c63,29,27,30,49,63,191,48,0,959,381,-75,13,21,-45,18,18,-1,14,12,4,154,32,-148,-43,124,16,61,-1,278,-79,-7,9,-18,3,43,0,10.290164,269.66666,0.06250112,88919.336,0.0049123336,172.0,278.06,1.7639972,"{""type"":""Point"",""coordinates"":[117.1723379326248,41.65780048419892]}"
000000000000000014ca,25,21,19,33,30,178,14,0,1085,1229,-170,28,7,-66,9,29,-6,19,5,9,82,14,-183,-61,102,-22,-47,-1,1018,-163,-4,1,-33,-22,59,-4,18.91643,269.66666,0.06250112,88919.336,0.0049123336,172.0,278.06,1.7639972,"{""type"":""Point"",""coordinates"":[117.1906648379545,41.69256363601158]}"
000000000000000001be,34,37,37,70,70,200,47,1,202,72,-108,-5,42,-100,74,-18,0,18,18,7,613,113,-9,-12,36,-92,2,-3,146,-87,-11,31,-84,37,3,0,7.295771,323.25,0.08916778,100044.664,0.008471333,172.0,286.01666,2.9699972,"{""type"":""Point"",""coordinates"":[119.13452967838523,35.417114654960336]}"
000000000000000003f7,34,34,38,64,65,200,51,1,98,276,-95,-3,30,-47,39,-15,0,16,16,6,387,105,-15,-18,7,-58,12,-2,333,-83,-11,30,-41,15,0,0,3.8747487,323.25,0.08916778,100044.664,0.008471333,172.0,286.01666,2.9699972,"{""type"":""Point"",""coordinates"":[119.17171858117099,35.432476258089444]}"
00000000000000000528,41,43,46,60,65,202,57,1,9,63,-68,-23,51,-75,50,-8,0,13,17,2,-219,28,0,-83,23,-39,12,1,99,-57,-27,42,-66,39,0,0,0.0,322.25,0.07083445,101292.0,0.007839001,172.0,286.72998,3.3299973,"{""type"":""Point"",""coordinates"":[118.17432023483937,37.54962176545714]}"
0000000000000000137f,40,41,42,63,62,202,49,0,7,-274,-86,2,39,-53,55,-17,2,13,12,3,229,46,-6,-71,8,-17,12,-1,-234,-81,-3,33,-50,48,-8,2,0.0,322.25,0.07083445,101292.0,0.007839001,172.0,286.72998,3.3299973,"{""type"":""Point"",""coordinates"":[118.104789472113,37.58115652810711]}"
00000000000000000bdc,29,27,26,46,45,197,32,0,492,-506,-90,30,8,-39,24,14,3,13,12,3,-1045,62,-51,-32,89,-15,30,5,-1214,-85,13,4,-18,23,37,7,10.992985,289.41666,0.07916778,95452.664,0.005971667,172.0,281.62332,0.9339972,"{""type"":""Point"",""coordinates"":[118.62167954802631,40.807811100492124]}"
00000000000000001149,26,18,15,21,17,181,10,0,571,-579,-171,27,14,-26,18,6,4,12,3,4,106,-53,-113,-57,16,-65,-42,-1,-1207,-210,-1,7,-27,7,22,7,18.885399,289.41666,0.07916778,95452.664,0.005971667,172.0,281.62332,0.9339972,"{""type"":""Point"",""coordinates"":[118.6696505571593,40.83260816145034]}"
00000000000000000181,41,41,46,58,69,202,56,1,4,-100,-30,0,6,-12,14,12,1,9,22,0,-184,13,-9,-17,-10,3,31,1,-102,-29,-1,8,-16,19,14,1,0.92740995,322.66666,0.068334445,101320.0,0.007848334,172.0,286.71332,3.5613308,"{""type"":""Point"",""coordinates"":[118.765320570261,37.54720047358511]}"
0000000000000000026c,38,39,44,58,65,202,54,1,6,-167,-37,0,15,-15,24,14,1,10,22,1,-81,9,7,-16,9,-12,31,0,-244,-38,-2,15,-20,29,15,1,1.1694845,322.66666,0.068334445,101320.0,0.007848334,172.0,286.71332,3.5613308,"{""type"":""Point"",""coordinates"":[118.75265226416816,37.53641836723788]}"
000000000000000011ac,41,40,41,54,55,202,43,0,3,-469,-42,5,6,-18,26,-1,3,7,16,0,-105,35,-15,-25,20,-20,32,0,-417,-46,1,8,-22,32,0,2,0.0,322.66666,0.068334445,101320.0,0.007848334,172.0,286.71332,3.5613308,"{""type"":""Point"",""coordinates"":[118.73109251057474,37.59328082387142]}"
00000000000000001023,27,22,20,32,38,189,24,0,820,-46,-175,63,4,-10,-30,38,1,18,8,9,-518,144,-68,-58,82,-1,-29,2,-654,-177,50,-12,14,-57,72,4,20.297342,282.0,0.06750111,92832.0,0.005528667,173.0,280.35333,0.8526639,"{""type"":""Point"",""coordinates"":[118.36539271497955,41.036076942519074]}"
